VIN110,County,City,State,PostalCode,ModelYear,Make,Model,VehicleType,CAFVEligibility,ElectricRange,BaseMSRP,LegislativeDistrict,DOLVehicleID,ElectricUtility,CensusTract,Latitude,Longitude
1N4AZ1CP38,King,Bellevue,WA,91022,2020,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,89.0,0,27,793160332,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.49041277113645,-121.58379855770019
1N4AZ1CP39,King,Seattle,WA,99329,2019,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,53.0,0,27,206824296,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.43661579529673,-122.83859099800968
1N4AZ1CP40,Los Angeles,Los Angeles,WA,95364,2015,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,209.0,0,23,379974972,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.64746235970342,-122.26693799618708
1N4AZ1CP41,King,Seattle,WA,91850,2024,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,288.0,0,20,477944120,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.85409645734376,-122.62197039256219
1N4AZ1CP42,King,Bellevue,WA,94450,2018,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,85.0,0,33,806414523,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.22608557579837,-122.37798593717925
1N4AZ1CP43,Multnomah,Portland,WA,96995,2015,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136.0,0,11,872936722,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.590378105791295,-121.2590334144145
1N4AZ1CP44,San Francisco,San Francisco,WA,95450,2017,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0,21,982868958,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.72909814575342,-122.63169592453724
1N4AZ1CP45,King,Bellevue,WA,95255,2018,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,134.0,0,26,130898691,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.13860028126268,-122.41173826273352
1N4AZ1CP46,Multnomah,Portland,WA,97807,2015,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,227.0,0,5,654544911,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.486041397027954,-122.92940701458089
1N4AZ1CP47,San Francisco,San Francisco,WA,95791,2023,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,170.0,0,25,423560727,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.237117530155246,-121.12512911662077
1N4AZ1CP48,San Francisco,San Francisco,WA,97275,2015,Tesla,Model X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,142.0,0,48,152833487,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.79116132763647,-121.86894706213079
1N4AZ1CP49,Multnomah,Portland,WA,90805,2023,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,173.0,0,43,337167921,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.764593475823155,-122.42771230021353
1N4AZ1CP50,San Francisco,San Francisco,WA,90397,2023,Tesla,Model Y,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,251.0,0,42,819805310,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.26929251357059,-121.27665289627085
1N4AZ1CP51,King,Bellevue,WA,98597,2023,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,79.0,0,41,915180571,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.20862913586695,-122.84752728607289
1N4AZ1CP52,Los Angeles,Los Angeles,WA,97438,2015,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,202.0,0,36,658402639,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.219507754421564,-122.81480705858593
1N4AZ1CP53,King,Bellevue,WA,99082,2023,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,145.0,0,43,212061255,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.84910454522636,-122.7362833827023
1N4AZ1CP54,King,Bellevue,WA,97518,2016,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,273.0,0,24,778653019,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.82690750747477,-122.9485998999507
1N4AZ1CP55,King,Bellevue,WA,97571,2017,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,94.0,0,24,466290143,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.99204843640388,-122.4032766493834
1N4AZ1CP56,King,Bellevue,WA,97748,2019,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,241.0,0,22,882892157,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.706477405759934,-121.19733877988189
1N4AZ1CP57,Multnomah,Portland,WA,90597,2017,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,152.0,0,40,377965145,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.92937636556199,-121.11095057843639
1N4AZ1CP58,Multnomah,Portland,WA,96087,2017,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,250.0,0,24,292701758,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.05996929164933,-122.93209398402556
1N4AZ1CP59,King,Bellevue,WA,97585,2022,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,280.0,0,29,460625453,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.12245040156255,-122.98082787443839
1N4AZ1CP60,San Francisco,San Francisco,WA,99933,2015,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110.0,0,32,339092779,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.47077375571601,-122.24484066548585
1N4AZ1CP61,Los Angeles,Los Angeles,WA,94950,2024,Tesla,Model X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,286.0,0,39,901165421,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.705006895995005,-122.46049744245514
1N4AZ1CP62,King,Seattle,WA,99050,2024,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,120.0,0,2,503664102,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.56629943184517,-122.77790288108729
1N4AZ1CP63,King,Seattle,WA,98881,2020,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,152.0,0,47,324786844,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.42848040744837,-121.33960825358666
1N4AZ1CP64,Multnomah,Portland,WA,99756,2024,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0,15,648739434,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.11106340636175,-122.87355870649702
1N4AZ1CP65,San Francisco,San Francisco,WA,92086,2022,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,217.0,0,11,161565957,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.50061378997855,-122.99464558740193
1N4AZ1CP66,Multnomah,Portland,WA,96975,2015,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,286.0,0,35,954457207,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.382794310242275,-121.05855224228459
1N4AZ1CP67,San Francisco,San Francisco,WA,91923,2015,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,292.0,0,36,183543810,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.96095871147563,-122.61969774915312
1N4AZ1CP68,San Francisco,San Francisco,WA,96751,2018,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,57.0,0,21,426385513,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.7597780546499,-121.83702278118339
1N4AZ1CP69,King,Bellevue,WA,95152,2020,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170.0,0,11,231495921,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.56818049076954,-122.24003741567148
1N4AZ1CP70,Los Angeles,Los Angeles,WA,99943,2019,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,276.0,0,43,625334146,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.865418060985434,-121.34662596271872
1N4AZ1CP71,King,Bellevue,WA,99070,2021,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,165.0,0,32,499360338,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.04446802055433,-121.71496987510265
1N4AZ1CP72,Multnomah,Portland,WA,92859,2015,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,268.0,0,9,221091641,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.29125241985568,-121.21847951876768
1N4AZ1CP73,Multnomah,Portland,WA,93249,2015,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,97.0,0,42,760605547,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.50947085089597,-122.72765311458194
1N4AZ1CP74,Los Angeles,Los Angeles,WA,96151,2020,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68.0,0,25,653450303,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.62571757507371,-122.81508493844449
1N4AZ1CP75,Multnomah,Portland,WA,91070,2022,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,133.0,0,37,735029619,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.55929500172052,-121.5293017036325
1N4AZ1CP76,Los Angeles,Los Angeles,WA,96230,2020,Ford,F-150 Lightning,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,278.0,0,37,676858901,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.51648637957873,-121.39131786486267
1N4AZ1CP77,San Francisco,San Francisco,WA,94139,2021,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,176.0,0,33,464602379,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.50381227881575,-121.26903963396009
1N4AZ1CP78,Multnomah,Portland,WA,94098,2020,Ford,F-150 Lightning,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0,11,517397811,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.170260195391535,-121.65472747516725
1N4AZ1CP79,San Francisco,San Francisco,WA,95807,2019,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,138.0,0,46,148737024,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.48284471936776,-122.3898593859217
1N4AZ1CP80,King,Seattle,WA,97158,2023,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,130.0,0,14,884229402,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.9305625587493,-121.2366175679972
1N4AZ1CP81,King,Seattle,WA,98522,2016,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,298.0,0,20,455998794,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.49635192082937,-122.31225585191
1N4AZ1CP82,King,Seattle,WA,98234,2018,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,117.0,0,9,304042792,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.50167905021994,-122.31138060465936
1N4AZ1CP83,King,Seattle,WA,93914,2024,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,243.0,0,13,106376713,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.267682759240344,-122.56420714867495
1N4AZ1CP84,King,Bellevue,WA,92160,2024,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76.0,0,38,729310832,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.14975231534697,-122.57561891408187
1N4AZ1CP85,Multnomah,Portland,WA,91047,2023,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,61.0,0,12,417575505,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.671582151059674,-121.42381563006015
1N4AZ1CP86,Los Angeles,Los Angeles,WA,94086,2017,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,93.0,0,47,830544012,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.73722830241343,-121.10409277786961
1N4AZ1CP87,King,Seattle,WA,97199,2024,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,69.0,0,34,383412438,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.9166562360019,-122.79259188755839
1N4AZ1CP88,King,Bellevue,WA,91726,2020,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,178.0,0,17,344586752,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.47703118900825,-122.99440859013174
1N4AZ1CP89,King,Seattle,WA,93414,2022,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,256.0,0,33,560402444,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.298738945220315,-121.52083968220153
1N4AZ1CP90,King,Seattle,WA,97901,2020,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,127.0,0,17,891720107,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.291172295917185,-121.10638034383054
1N4AZ1CP91,San Francisco,San Francisco,WA,97630,2016,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,282.0,0,2,409802367,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.02994398639104,-122.7582315821299
